month,rank,char,opp,score
202508,42,BLANKA,TERRY,4.689
202508,42,BLANKA,RYU,4.658
202508,42,BLANKA,KIMBERLY,5.184
202508,42,BLANKA,ZANGIEF,5.323
202508,42,BLANKA,JURI,4.943
202508,42,BLANKA,AKUMA,4.652
202508,42,BLANKA,MANON,4.748
202508,42,BLANKA,JAMIE,5.468
202508,42,BLANKA,DEE JAY,5.145
202508,42,BLANKA,SAGAT,4.987
202508,42,BLANKA,A.K.I.,5.389
202508,42,ZANGIEF,MAI,5.249
202508,42,ZANGIEF,GUILE,4.933
202508,42,ZANGIEF,RASHID,5.017
202508,42,ZANGIEF,ED,4.634
202508,42,ZANGIEF,LILY,3.911
202508,42,ZANGIEF,M. BISON,5.590
202508,42,ZANGIEF,E. HONDA,5.392
202508,42,ZANGIEF,CAMMY,5.371
202508,42,ZANGIEF,CHUN-LI,5.331
202508,42,ZANGIEF,ELENA,4.492
202508,42,ZANGIEF,DHALSIM,3.841
202508,42,ZANGIEF,MARISA,4.959
202508,42,ZANGIEF,LUKE,5.134
202508,42,ZANGIEF,KEN,5.199
202508,42,ZANGIEF,JP,4.656
202508,42,ZANGIEF,TERRY,5.047
202508,42,ZANGIEF,RYU,4.835
202508,42,ZANGIEF,KIMBERLY,5.005
202508,42,ZANGIEF,BLANKA,4.912
202508,42,ZANGIEF,JURI,4.601
202508,42,ZANGIEF,AKUMA,5.026
202508,42,ZANGIEF,MANON,5.098
202508,42,ZANGIEF,JAMIE,5.222
202508,42,ZANGIEF,DEE JAY,5.192
202508,42,ZANGIEF,SAGAT,4.630
202508,42,ZANGIEF,A.K.I.,4.990
202508,42,JURI,MAI,4.644
202508,42,JURI,GUILE,4.808
202508,42,JURI,RASHID,4.953
202508,42,JURI,ED,4.765
202508,42,JURI,LILY,4.593
202508,42,JURI,M. BISON,4.939
202508,42,JURI,E. HONDA,5.107
202508,42,JURI,CAMMY,5.016
202508,42,JURI,CHUN-LI,4.793
202508,42,JURI,ELENA,5.149
202508,42,JURI,DHALSIM,5.385
202508,42,JURI,MARISA,5.107
202508,42,JURI,LUKE,5.028
202508,42,JURI,KEN,4.633
202508,42,JURI,JP,5.110
202508,42,JURI,TERRY,4.808
202508,42,JURI,RYU,4.956
202508,42,JURI,KIMBERLY,4.955
202508,42,JURI,BLANKA,5.075
202508,42,JURI,ZANGIEF,5.303
202508,42,JURI,AKUMA,5.036
202508,42,JURI,MANON,4.674
202508,42,JURI,JAMIE,4.831
202508,42,JURI,DEE JAY,5.198
202508,42,JURI,SAGAT,5.109
202508,42,JURI,A.K.I.,5.121
202508,42,AKUMA,MAI,4.616
202508,42,AKUMA,GUILE,4.994
202508,42,AKUMA,RASHID,4.798
202508,42,AKUMA,ED,5.046
202508,42,AKUMA,LILY,5.008
202508,42,AKUMA,M. BISON,4.821
202508,42,AKUMA,E. HONDA,4.970
202508,42,AKUMA,CAMMY,4.581
202508,42,AKUMA,CHUN-LI,4.853
202508,42,AKUMA,ELENA,4.801
202508,42,AKUMA,DHALSIM,5.371
202508,42,AKUMA,MARISA,4.863
202508,42,AKUMA,LUKE,5.174
202508,42,AKUMA,KEN,4.813
202508,42,AKUMA,JP,5.144
202508,42,AKUMA,TERRY,4.778
202508,42,AKUMA,RYU,4.655
202508,42,AKUMA,KIMBERLY,5.194
202508,42,AKUMA,BLANKA,5.319
202508,42,AKUMA,ZANGIEF,5.070
202508,42,AKUMA,JURI,4.958
202508,42,AKUMA,MANON,4.912
202508,42,AKUMA,JAMIE,4.847
202508,42,AKUMA,DEE JAY,4.919
202508,42,AKUMA,SAGAT,5.404
202508,42,AKUMA,A.K.I.,5.417
202508,42,MANON,MAI,4.915
202508,42,MANON,GUILE,4.557
202508,42,MANON,RASHID,4.872
202508,42,MANON,ED,4.719
202508,42,MANON,LILY,4.492
202508,42,MANON,M. BISON,5.369
202508,42,MANON,E. HONDA,5.441
202508,42,MANON,CAMMY,5.100
202508,42,MANON,CHUN-LI,4.694
202508,42,MANON,ELENA,4.586
202508,42,MANON,DHALSIM,4.455
202508,42,MANON,MARISA,4.927
202508,42,MANON,LUKE,4.869
202508,42,MANON,KEN,4.713
202508,42,MANON,JP,4.871
202508,42,MANON,TERRY,5.047
202508,42,MANON,RYU,5.110
202508,42,MANON,KIMBERLY,4.733
202508,42,MANON,BLANKA,5.259
202508,42,MANON,ZANGIEF,4.933
202508,42,MANON,JURI,5.278
202508,42,MANON,AKUMA,4.950
202508,42,MANON,JAMIE,4.987
202508,42,MANON,DEE JAY,5.209
202508,42,MANON,SAGAT,4.847
202508,42,MANON,A.K.I.,5.148
202508,42,JAMIE,MAI,4.883
202508,42,JAMIE,GUILE,3.973
202508,42,JAMIE,RASHID,5.078
202508,42,JAMIE,ED,5.100
202508,42,JAMIE,LILY,4.972
202508,42,JAMIE,M. BISON,5.209
202508,42,JAMIE,E. HONDA,4.723
202508,42,JAMIE,CAMMY,5.113
202508,42,JAMIE,CHUN-LI,5.164
202508,42,JAMIE,ELENA,4.601
202508,42,JAMIE,DHALSIM,4.465
202508,42,JAMIE,MARISA,4.679
202508,42,JAMIE,LUKE,5.059
202508,42,JAMIE,KEN,5.194
202508,42,JAMIE,JP,5.137
202508,42,JAMIE,TERRY,5.029
202508,42,JAMIE,RYU,5.214
202508,42,JAMIE,KIMBERLY,5.073
202508,42,JAMIE,BLANKA,4.475
202508,42,JAMIE,ZANGIEF,4.879
202508,42,JAMIE,JURI,5.154
202508,42,JAMIE,AKUMA,5.162
202508,42,JAMIE,MANON,4.893
202508,42,JAMIE,DEE JAY,4.777
202508,42,JAMIE,SAGAT,4.779
202508,42,JAMIE,A.K.I.,5.124
202508,42,DEE JAY,MAI,4.754
202508,42,DEE JAY,GUILE,4.947
202508,42,DEE JAY,RASHID,4.896
202508,42,DEE JAY,ED,4.994
202508,42,DEE JAY,LILY,4.745
202508,42,DEE JAY,M. BISON,4.639
202508,42,DEE JAY,E. HONDA,4.864
202508,42,DEE JAY,CAMMY,5.110
202508,42,DEE JAY,CHUN-LI,4.800
202508,42,DEE JAY,ELENA,4.818
202508,42,DEE JAY,DHALSIM,5.408
202508,42,DEE JAY,MARISA,4.515
202508,42,DEE JAY,LUKE,4.843
202508,42,DEE JAY,KEN,5.208
202508,42,DEE JAY,JP,4.798
202508,42,DEE JAY,TERRY,5.175
202508,42,DEE JAY,RYU,5.179
202508,42,DEE JAY,KIMBERLY,4.690
202508,42,DEE JAY,BLANKA,4.851
202508,42,DEE JAY,ZANGIEF,4.800
202508,42,DEE JAY,JURI,4.740
202508,42,DEE JAY,AKUMA,5.062
202508,42,DEE JAY,MANON,4.753
202508,42,DEE JAY,JAMIE,5.163
202508,42,DEE JAY,SAGAT,4.858
202508,42,DEE JAY,A.K.I.,4.907
202508,42,SAGAT,MAI,4.599
202508,42,SAGAT,GUILE,4.777
202508,42,SAGAT,RASHID,4.991
202508,42,SAGAT,ED,4.673
202508,42,SAGAT,LILY,4.899
202508,42,SAGAT,M. BISON,4.639
202508,42,SAGAT,E. HONDA,4.619
202508,42,SAGAT,CAMMY,5.003
202508,42,SAGAT,CHUN-LI,4.891
202508,42,SAGAT,ELENA,4.654
202508,42,SAGAT,DHALSIM,5.326
202508,42,SAGAT,MARISA,4.627
202508,42,SAGAT,LUKE,4.923
202508,42,SAGAT,KEN,5.024
202508,42,SAGAT,JP,4.759
202508,42,SAGAT,TERRY,4.837
202508,42,SAGAT,RYU,4.799
202508,42,SAGAT,KIMBERLY,4.966
202508,42,SAGAT,BLANKA,5.020
202508,42,SAGAT,ZANGIEF,5.370
202508,42,SAGAT,JURI,4.904
202508,42,SAGAT,AKUMA,4.689
202508,42,SAGAT,MANON,5.050
202508,42,SAGAT,JAMIE,5.159
202508,42,SAGAT,DEE JAY,5.102
202508,42,SAGAT,A.K.I.,5.242
202508,42,A.K.I.,MAI,4.982
202508,42,A.K.I.,GUILE,4.229
202508,42,A.K.I.,RASHID,5.070
202508,42,A.K.I.,ED,5.307
202508,42,A.K.I.,LILY,4.931
202508,42,A.K.I.,M. BISON,4.526
202508,42,A.K.I.,E. HONDA,5.060
202508,42,A.K.I.,CAMMY,4.611
202508,42,A.K.I.,CHUN-LI,5.105
202508,42,A.K.I.,ELENA,4.535
202508,42,A.K.I.,DHALSIM,4.403
202508,42,A.K.I.,MARISA,5.134
202508,42,A.K.I.,LUKE,4.583
202508,42,A.K.I.,KEN,4.976
202508,42,A.K.I.,JP,4.516
202508,42,A.K.I.,TERRY,4.956
202508,42,A.K.I.,RYU,5.019
202508,42,A.K.I.,KIMBERLY,4.940
202508,42,A.K.I.,BLANKA,4.690
202508,42,A.K.I.,ZANGIEF,5.123
202508,42,A.K.I.,JURI,4.870
202508,42,A.K.I.,AKUMA,4.678
202508,42,A.K.I.,MANON,4.871
202508,42,A.K.I.,JAMIE,4.904
202508,42,A.K.I.,DEE JAY,5.087
202508,42,A.K.I.,SAGAT,4.850
202509,36,E. HONDA,DHALSIM,6.411
202509,36,E. HONDA,KIMBERLY,5.352
202509,36,E. HONDA,JP,5.277
202509,36,E. HONDA,LUKE,5.120
202509,36,E. HONDA,BLANKA,6.167
202509,36,E. HONDA,SAGAT,5.357
202509,36,E. HONDA,DEE JAY,5.069
202509,36,E. HONDA,RASHID,5.274
202509,36,E. HONDA,ELENA,5.193
202509,36,E. HONDA,M. BISON,5.349
202509,36,E. HONDA,A.K.I.,5.165
202509,36,E. HONDA,LILY,5.414
202509,36,E. HONDA,TERRY,5.077
202509,36,E. HONDA,MARISA,4.855
202509,36,E. HONDA,CHUN-LI,5.054
202509,36,E. HONDA,JURI,5.369
202509,36,E. HONDA,KEN,4.797
202509,36,E. HONDA,MAI,4.989
202509,36,E. HONDA,CAMMY,5.602
202509,36,E. HONDA,JAMIE,5.254
202509,36,E. HONDA,GUILE,5.212
202509,36,E. HONDA,MANON,5.007
202509,36,E. HONDA,RYU,4.910
202509,36,E. HONDA,ED,5.166
202509,36,E. HONDA,ZANGIEF,4.522
202509,36,E. HONDA,AKUMA,5.123
202509,36,DHALSIM,E. HONDA,3.575
202509,36,DHALSIM,KIMBERLY,4.648
202509,36,DHALSIM,JP,6.041
202509,36,DHALSIM,LUKE,5.166
202509,36,DHALSIM,BLANKA,4.448
202509,36,DHALSIM,SAGAT,5.019
202509,36,DHALSIM,DEE JAY,4.327
202509,36,DHALSIM,RASHID,4.392
202509,36,DHALSIM,ELENA,5.048
202509,36,DHALSIM,M. BISON,3.946
202509,36,DHALSIM,A.K.I.,4.992
202509,36,DHALSIM,LILY,5.890
202509,36,DHALSIM,TERRY,4.865
202509,36,DHALSIM,MARISA,5.850
202509,36,DHALSIM,CHUN-LI,5.003
202509,36,DHALSIM,JURI,5.038
202509,36,DHALSIM,KEN,5.090
202509,36,DHALSIM,MAI,5.267
202509,36,DHALSIM,CAMMY,4.625
202509,36,DHALSIM,JAMIE,5.442
202509,36,DHALSIM,GUILE,4.746
202509,36,DHALSIM,MANON,5.560
202509,36,DHALSIM,RYU,5.063
202509,36,DHALSIM,ED,5.735
202509,36,DHALSIM,ZANGIEF,6.237
202509,36,DHALSIM,AKUMA,5.193
202509,36,KIMBERLY,E. HONDA,4.622
202509,36,KIMBERLY,DHALSIM,5.379
202509,36,KIMBERLY,JP,5.614
202509,36,KIMBERLY,LUKE,5.130
202509,36,KIMBERLY,BLANKA,4.524
202509,36,KIMBERLY,SAGAT,5.121
202509,36,KIMBERLY,DEE JAY,5.035
202509,36,KIMBERLY,RASHID,4.812
202509,36,KIMBERLY,ELENA,5.165
202509,36,KIMBERLY,M. BISON,5.061
202509,36,KIMBERLY,A.K.I.,5.442
202509,36,KIMBERLY,LILY,5.443
202509,36,KIMBERLY,TERRY,4.802
202509,36,KIMBERLY,MARISA,5.164
202509,36,KIMBERLY,CHUN-LI,4.937
202509,36,KIMBERLY,JURI,5.076
202509,36,KIMBERLY,KEN,4.917
202509,36,KIMBERLY,MAI,5.069
202509,36,KIMBERLY,CAMMY,5.047
202509,36,KIMBERLY,JAMIE,4.996
202509,36,KIMBERLY,GUILE,5.282
202509,36,KIMBERLY,MANON,5.097
202509,36,KIMBERLY,RYU,5.205
202509,36,KIMBERLY,ED,5.406
202509,36,KIMBERLY,ZANGIEF,4.965
202509,36,KIMBERLY,AKUMA,5.115
202509,36,JP,E. HONDA,4.734
202509,36,JP,DHALSIM,3.974
202509,36,JP,KIMBERLY,4.401
202509,36,JP,LUKE,4.983
202509,36,JP,BLANKA,4.934
202509,36,JP,SAGAT,5.239
202509,36,JP,DEE JAY,5.122
202509,36,JP,RASHID,4.993
202509,36,JP,ELENA,4.987
202509,36,JP,M. BISON,4.422
202509,36,JP,A.K.I.,4.879
202509,36,JP,LILY,5.595
202509,36,JP,TERRY,5.219
202509,36,JP,MARISA,5.299
202509,36,JP,CHUN-LI,5.254
202509,36,JP,JURI,4.770
202509,36,JP,KEN,5.125
202509,36,JP,MAI,5.193
202509,36,JP,CAMMY,4.902
202509,36,JP,JAMIE,5.143
202509,36,JP,GUILE,6.001
202509,36,JP,MANON,5.284
202509,36,JP,RYU,5.262
202509,36,JP,ED,5.132
202509,36,JP,ZANGIEF,5.661
202509,36,JP,AKUMA,4.796
202509,36,LUKE,E. HONDA,4.885
202509,36,LUKE,DHALSIM,4.859
202509,36,LUKE,KIMBERLY,4.889
202509,36,LUKE,JP,5.026
202509,36,LUKE,BLANKA,4.968
202509,36,LUKE,SAGAT,5.026
202509,36,LUKE,DEE JAY,5.178
202509,36,LUKE,RASHID,5.057
202509,36,LUKE,ELENA,5.069
202509,36,LUKE,M. BISON,5.038
202509,36,LUKE,A.K.I.,4.990
202509,36,LUKE,LILY,5.003
202509,36,LUKE,TERRY,5.092
202509,36,LUKE,MARISA,5.019
202509,36,LUKE,CHUN-LI,4.845
202509,36,LUKE,JURI,5.158
202509,36,LUKE,KEN,5.094
202509,36,LUKE,MAI,4.999
202509,36,LUKE,CAMMY,5.084
202509,36,LUKE,JAMIE,5.098
202509,36,LUKE,GUILE,5.042
202509,36,LUKE,MANON,5.133
202509,36,LUKE,RYU,5.130
202509,36,LUKE,ED,5.020
202509,36,LUKE,ZANGIEF,5.175
202509,36,LUKE,AKUMA,5.017
202509,36,BLANKA,E. HONDA,3.861
202509,36,BLANKA,DHALSIM,5.577
202509,36,BLANKA,KIMBERLY,5.482
202509,36,BLANKA,JP,5.080
202509,36,BLANKA,LUKE,5.023
202509,36,BLANKA,SAGAT,4.854
202509,36,BLANKA,DEE JAY,4.589
202509,36,BLANKA,RASHID,4.909
202509,36,BLANKA,ELENA,5.159
202509,36,BLANKA,M. BISON,4.966
202509,36,BLANKA,A.K.I.,5.120
202509,36,BLANKA,LILY,5.630
202509,36,BLANKA,TERRY,4.899
202509,36,BLANKA,MARISA,5.338
202509,36,BLANKA,CHUN-LI,5.005
202509,36,BLANKA,JURI,5.083
202509,36,BLANKA,KEN,4.896
202509,36,BLANKA,MAI,5.002
202509,36,BLANKA,CAMMY,5.614
202509,36,BLANKA,JAMIE,5.288
202509,36,BLANKA,GUILE,4.491
202509,36,BLANKA,MANON,5.240
202509,36,BLANKA,RYU,4.837
202509,36,BLANKA,ED,5.395
202509,36,BLANKA,ZANGIEF,5.361
202509,36,BLANKA,AKUMA,4.995
202509,36,SAGAT,E. HONDA,4.657
202509,36,SAGAT,DHALSIM,4.996
202509,36,SAGAT,KIMBERLY,4.874
202509,36,SAGAT,JP,4.776
202509,36,SAGAT,LUKE,4.988
202509,36,SAGAT,BLANKA,5.152
202509,36,SAGAT,DEE JAY,4.811
202509,36,SAGAT,RASHID,5.037
202509,36,SAGAT,ELENA,4.884
202509,36,SAGAT,M. BISON,4.975
202509,36,SAGAT,A.K.I.,5.005
202509,36,SAGAT,LILY,5.283
202509,36,SAGAT,TERRY,5.110
202509,36,SAGAT,MARISA,4.941
202509,36,SAGAT,CHUN-LI,4.972
202509,36,SAGAT,JURI,5.095
202509,36,SAGAT,KEN,5.130
202509,36,SAGAT,MAI,5.060
202509,36,SAGAT,CAMMY,5.070
202509,36,SAGAT,JAMIE,5.298
202509,36,SAGAT,GUILE,4.787
202509,36,SAGAT,MANON,5.047
202509,36,SAGAT,RYU,5.068
202509,36,SAGAT,ED,5.186
202509,36,SAGAT,ZANGIEF,5.295
202509,36,SAGAT,AKUMA,5.080
202509,36,DEE JAY,E. HONDA,4.961
202509,36,DEE JAY,DHALSIM,5.692
202509,36,DEE JAY,KIMBERLY,4.963
202509,36,DEE JAY,JP,4.893
202509,36,DEE JAY,LUKE,4.817
202509,36,DEE JAY,BLANKA,5.397
202509,36,DEE JAY,SAGAT,5.190
202509,36,DEE JAY,RASHID,4.992
202509,36,DEE JAY,ELENA,5.000
202509,36,DEE JAY,M. BISON,5.052
202509,36,DEE JAY,A.K.I.,4.897
202509,36,DEE JAY,LILY,4.851
202509,36,DEE JAY,TERRY,4.974
202509,36,DEE JAY,MARISA,4.669
202509,36,DEE JAY,CHUN-LI,4.956
202509,36,DEE JAY,JURI,5.036
202509,36,DEE JAY,KEN,5.128
202509,36,DEE JAY,MAI,4.885
202509,36,DEE JAY,CAMMY,5.245
202509,36,DEE JAY,JAMIE,5.229
202509,36,DEE JAY,GUILE,5.121
202509,36,DEE JAY,MANON,4.889
202509,36,DEE JAY,RYU,5.046
202509,36,DEE JAY,ED,5.077
202509,36,DEE JAY,ZANGIEF,4.700
202509,36,DEE JAY,AKUMA,5.269
202509,36,RASHID,E. HONDA,4.781
202509,36,RASHID,DHALSIM,5.646
202509,36,RASHID,KIMBERLY,5.217
202509,36,RASHID,JP,5.041
202509,36,RASHID,LUKE,4.957
202509,36,RASHID,BLANKA,5.081
202509,36,RASHID,SAGAT,4.986
202509,36,RASHID,DEE JAY,5.001
202509,36,RASHID,ELENA,4.979
202509,36,RASHID,M. BISON,4.761
202509,36,RASHID,A.K.I.,4.772
202509,36,RASHID,LILY,5.354
202509,36,RASHID,TERRY,5.047
202509,36,RASHID,MARISA,5.223
202509,36,RASHID,CHUN-LI,5.007
202509,36,RASHID,JURI,5.108
202509,36,RASHID,KEN,4.979
202509,36,RASHID,MAI,5.116
202509,36,RASHID,CAMMY,4.780
202509,36,RASHID,JAMIE,4.960
202509,36,RASHID,GUILE,5.236
202509,36,RASHID,MANON,5.146
202509,36,RASHID,RYU,4.999
202509,36,RASHID,ED,5.264
202509,36,RASHID,ZANGIEF,5.366
202509,36,RASHID,AKUMA,5.120
202509,36,ELENA,E. HONDA,4.813
202509,36,ELENA,DHALSIM,4.991
202509,36,ELENA,KIMBERLY,4.849
202509,36,ELENA,JP,5.037
202509,36,ELENA,LUKE,4.942
202509,36,ELENA,BLANKA,4.871
202509,36,ELENA,SAGAT,5.119
202509,36,ELENA,DEE JAY,4.995
202509,36,ELENA,RASHID,5.034
202509,36,ELENA,M. BISON,4.938
202509,36,ELENA,A.K.I.,4.818
202509,36,ELENA,LILY,4.726
202509,36,ELENA,TERRY,4.987
202509,36,ELENA,MARISA,4.915
202509,36,ELENA,CHUN-LI,5.009
202509,36,ELENA,JURI,4.897
202509,36,ELENA,KEN,5.010
202509,36,ELENA,MAI,5.073
202509,36,ELENA,CAMMY,5.074
202509,36,ELENA,JAMIE,4.991
202509,36,ELENA,GUILE,5.376
202509,36,ELENA,MANON,4.898
202509,36,ELENA,RYU,5.127
202509,36,ELENA,ED,5.102
202509,36,ELENA,ZANGIEF,5.176
202509,36,ELENA,AKUMA,5.220
202509,36,M. BISON,E. HONDA,4.659
202509,36,M. BISON,DHALSIM,6.076
202509,36,M. BISON,KIMBERLY,4.939
202509,36,M. BISON,JP,5.582
202509,36,M. BISON,LUKE,4.968
202509,36,M. BISON,BLANKA,5.041
202509,36,M. BISON,SAGAT,5.033
202509,36,M. BISON,DEE JAY,4.962
202509,36,M. BISON,RASHID,5.217
202509,36,M. BISON,ELENA,5.066
202509,36,M. BISON,A.K.I.,5.264
202509,36,M. BISON,LILY,4.968
202509,36,M. BISON,TERRY,4.837
202509,36,M. BISON,MARISA,4.987
202509,36,M. BISON,CHUN-LI,5.117
202509,36,M. BISON,JURI,5.086
202509,36,M. BISON,KEN,4.833
202509,36,M. BISON,MAI,5.117
202509,36,M. BISON,CAMMY,4.982
202509,36,M. BISON,JAMIE,4.820
202509,36,M. BISON,GUILE,5.440
202509,36,M. BISON,MANON,4.888
202509,36,M. BISON,RYU,5.056
202509,36,M. BISON,ED,5.038
202509,36,M. BISON,ZANGIEF,4.468
202509,36,M. BISON,AKUMA,5.210
202509,36,A.K.I.,E. HONDA,4.853
202509,36,A.K.I.,DHALSIM,5.027
202509,36,A.K.I.,KIMBERLY,4.598
202509,36,A.K.I.,JP,5.113
202509,36,A.K.I.,LUKE,5.030
202509,36,A.K.I.,BLANKA,4.893
202509,36,A.K.I.,SAGAT,5.010
202509,36,A.K.I.,DEE JAY,5.102
202509,36,A.K.I.,RASHID,5.220
202509,36,A.K.I.,ELENA,5.179
202509,36,A.K.I.,M. BISON,4.752
202509,36,A.K.I.,LILY,5.169
202509,36,A.K.I.,TERRY,5.013
202509,36,A.K.I.,MARISA,4.995
202509,36,A.K.I.,CHUN-LI,5.115
202509,36,A.K.I.,JURI,4.984
202509,36,A.K.I.,KEN,5.039
202509,36,A.K.I.,MAI,5.149
202509,36,A.K.I.,CAMMY,4.814
202509,36,A.K.I.,JAMIE,5.068
202509,36,A.K.I.,GUILE,4.788
202509,36,A.K.I.,MANON,4.955
202509,36,A.K.I.,RYU,5.001
202509,36,A.K.I.,ED,5.359
202509,36,A.K.I.,ZANGIEF,5.092
202509,36,A.K.I.,AKUMA,5.074
202509,36,LILY,E. HONDA,4.577
202509,36,LILY,DHALSIM,4.145
202509,36,LILY,KIMBERLY,4.574
202509,36,LILY,JP,4.375
202509,36,LILY,LUKE,5.009
202509,36,LILY,BLANKA,4.401
202509,36,LILY,SAGAT,4.742
202509,36,LILY,DEE JAY,5.172
202509,36,LILY,RASHID,4.641
202509,36,LILY,ELENA,5.281
202509,36,LILY,M. BISON,5.034
202509,36,LILY,A.K.I.,4.834
202509,36,LILY,TERRY,4.704
202509,36,LILY,MARISA,5.239
202509,36,LILY,CHUN-LI,5.259
202509,36,LILY,JURI,5.138
202509,36,LILY,KEN,5.014
202509,36,LILY,MAI,5.210
202509,36,LILY,CAMMY,5.206
202509,36,LILY,JAMIE,5.092
202509,36,LILY,GUILE,5.200
202509,36,LILY,MANON,5.215
202509,36,LILY,RYU,5.040
202509,36,LILY,ED,5.071
202509,36,LILY,ZANGIEF,5.586
202509,36,LILY,AKUMA,5.134
202509,36,TERRY,E. HONDA,4.966
202509,36,TERRY,DHALSIM,5.168
202509,36,TERRY,KIMBERLY,5.204
202509,36,TERRY,JP,4.783
202509,36,TERRY,LUKE,4.921
202509,36,TERRY,BLANKA,5.137
202509,36,TERRY,SAGAT,4.900
202509,36,TERRY,DEE JAY,5.040
202509,36,TERRY,RASHID,4.944
202509,36,TERRY,ELENA,5.036
202509,36,TERRY,M. BISON,5.174
202509,36,TERRY,A.K.I.,5.014
202509,36,TERRY,LILY,5.286
202509,36,TERRY,MARISA,5.100
202509,36,TERRY,CHUN-LI,5.048
202509,36,TERRY,JURI,5.076
202509,36,TERRY,KEN,5.035
202509,36,TERRY,MAI,5.025
202509,36,TERRY,CAMMY,5.089
202509,36,TERRY,JAMIE,5.105
202509,36,TERRY,GUILE,4.954
202509,36,TERRY,MANON,4.924
202509,36,TERRY,RYU,4.988
202509,36,TERRY,ED,5.084
202509,36,TERRY,ZANGIEF,4.980
202509,36,TERRY,AKUMA,5.059
202509,36,MARISA,E. HONDA,5.186
202509,36,MARISA,DHALSIM,4.164
202509,36,MARISA,KIMBERLY,4.869
202509,36,MARISA,JP,4.734
202509,36,MARISA,LUKE,4.990
202509,36,MARISA,BLANKA,4.654
202509,36,MARISA,SAGAT,5.071
202509,36,MARISA,DEE JAY,5.337
202509,36,MARISA,RASHID,4.767
202509,36,MARISA,ELENA,5.072
202509,36,MARISA,M. BISON,5.037
202509,36,MARISA,A.K.I.,5.017
202509,36,MARISA,LILY,4.771
202509,36,MARISA,TERRY,4.911
202509,36,MARISA,CHUN-LI,5.200
202509,36,MARISA,JURI,4.854
202509,36,MARISA,KEN,4.881
202509,36,MARISA,MAI,5.044
202509,36,MARISA,CAMMY,5.342
202509,36,MARISA,JAMIE,4.827
202509,36,MARISA,GUILE,5.516
202509,36,MARISA,MANON,5.017
202509,36,MARISA,RYU,5.008
202509,36,MARISA,ED,4.929
202509,36,MARISA,ZANGIEF,5.217
202509,36,MARISA,AKUMA,5.075
202509,36,CHUN-LI,E. HONDA,4.959
202509,36,CHUN-LI,DHALSIM,5.030
202509,36,CHUN-LI,KIMBERLY,5.073
202509,36,CHUN-LI,JP,4.749
202509,36,CHUN-LI,LUKE,5.174
202509,36,CHUN-LI,BLANKA,5.000
202509,36,CHUN-LI,SAGAT,5.015
202509,36,CHUN-LI,DEE JAY,5.032
202509,36,CHUN-LI,RASHID,4.998
202509,36,CHUN-LI,ELENA,5.011
202509,36,CHUN-LI,M. BISON,4.884
202509,36,CHUN-LI,A.K.I.,4.900
202509,36,CHUN-LI,LILY,4.764
202509,36,CHUN-LI,TERRY,4.963
202509,36,CHUN-LI,MARISA,4.795
202509,36,CHUN-LI,JURI,5.108
202509,36,CHUN-LI,KEN,5.053
202509,36,CHUN-LI,MAI,4.847
202509,36,CHUN-LI,CAMMY,4.836
202509,36,CHUN-LI,JAMIE,4.824
202509,36,CHUN-LI,GUILE,5.115
202509,36,CHUN-LI,MANON,5.012
202509,36,CHUN-LI,RYU,5.081
202509,36,CHUN-LI,ED,5.193
202509,36,CHUN-LI,ZANGIEF,4.893
202509,36,CHUN-LI,AKUMA,5.188
202509,36,JURI,E. HONDA,4.680
202509,36,JURI,DHALSIM,4.977
202509,36,JURI,KIMBERLY,4.946
202509,36,JURI,JP,5.234
202509,36,JURI,LUKE,4.850
202509,36,JURI,BLANKA,4.897
202509,36,JURI,SAGAT,4.903
202509,36,JURI,DEE JAY,4.976
202509,36,JURI,RASHID,4.902
202509,36,JURI,ELENA,5.115
202509,36,JURI,M. BISON,4.913
202509,36,JURI,A.K.I.,5.019
202509,36,JURI,LILY,4.887
202509,36,JURI,TERRY,4.928
202509,36,JURI,MARISA,5.154
202509,36,JURI,CHUN-LI,4.890
202509,36,JURI,KEN,4.852
202509,36,JURI,MAI,4.948
202509,36,JURI,CAMMY,5.152
202509,36,JURI,JAMIE,5.125
202509,36,JURI,GUILE,4.873
202509,36,JURI,MANON,5.059
202509,36,JURI,RYU,5.003
202509,36,JURI,ED,4.991
202509,36,JURI,ZANGIEF,5.052
202509,36,JURI,AKUMA,5.081
202509,36,KEN,E. HONDA,5.228
202509,36,KEN,DHALSIM,4.933
202509,36,KEN,KIMBERLY,5.100
202509,36,KEN,JP,4.910
202509,36,KEN,LUKE,4.909
202509,36,KEN,BLANKA,5.134
202509,36,KEN,SAGAT,4.879
202509,36,KEN,DEE JAY,4.883
202509,36,KEN,RASHID,5.048
202509,36,KEN,ELENA,4.987
202509,36,KEN,M. BISON,5.167
202509,36,KEN,A.K.I.,4.957
202509,36,KEN,LILY,4.992
202509,36,KEN,TERRY,4.963
202509,36,KEN,MARISA,5.120
202509,36,KEN,CHUN-LI,4.970
202509,36,KEN,JURI,5.160
202509,36,KEN,MAI,4.905
202509,36,KEN,CAMMY,5.066
202509,36,KEN,JAMIE,5.079
202509,36,KEN,GUILE,4.676
202509,36,KEN,MANON,5.090
202509,36,KEN,RYU,4.975
202509,36,KEN,ED,5.014
202509,36,KEN,ZANGIEF,5.030
202509,36,KEN,AKUMA,4.968
202509,36,MAI,E. HONDA,5.021
202509,36,MAI,DHALSIM,4.708
202509,36,MAI,KIMBERLY,4.937
