month,rank,char,opp,score
202504,41,CAMMY,DHALSIM,5.232
202504,41,CAMMY,LUKE,5.015
202504,41,CAMMY,KIMBERLY,5.062
202504,41,CAMMY,E. HONDA,4.447
202504,41,CAMMY,M. BISON,5.023
202504,41,CAMMY,MAI,5.044
202504,41,CAMMY,LILY,4.826
202504,41,CAMMY,DEE JAY,4.606
202504,41,CAMMY,TERRY,4.953
202504,41,CAMMY,A.K.I.,5.057
202504,41,CAMMY,MANON,4.920
202504,41,CAMMY,MARISA,4.678
202504,41,CAMMY,CHUN-LI,5.051
202504,41,CAMMY,JP,5.176
202504,41,CAMMY,KEN,4.876
202504,41,CAMMY,AKUMA,5.402
202504,41,CAMMY,JAMIE,4.631
202504,41,CAMMY,JURI,4.953
202504,41,CAMMY,ZANGIEF,4.672
202504,41,CAMMY,GUILE,5.063
202504,41,CAMMY,ED,5.049
202504,41,CAMMY,RYU,5.159
202504,41,CAMMY,RASHID,5.196
202504,41,GUILE,BLANKA,5.263
202504,41,GUILE,DHALSIM,5.050
202504,41,GUILE,LUKE,5.027
202504,41,GUILE,KIMBERLY,5.017
202504,41,GUILE,E. HONDA,4.912
202504,41,GUILE,M. BISON,4.530
202504,41,GUILE,MAI,4.899
202504,41,GUILE,LILY,5.024
202504,41,GUILE,DEE JAY,5.097
202504,41,GUILE,TERRY,5.217
202504,41,GUILE,A.K.I.,5.326
202504,41,GUILE,MANON,4.926
202504,41,GUILE,MARISA,3.982
202504,41,GUILE,CHUN-LI,5.232
202504,41,GUILE,JP,4.331
202504,41,GUILE,KEN,5.199
202504,41,GUILE,AKUMA,4.987
202504,41,GUILE,JAMIE,5.226
202504,41,GUILE,JURI,5.084
202504,41,GUILE,ZANGIEF,4.677
202504,41,GUILE,CAMMY,4.946
202504,41,GUILE,ED,5.352
202504,41,GUILE,RYU,5.152
202504,41,GUILE,RASHID,4.946
202504,41,ED,BLANKA,4.462
202504,41,ED,DHALSIM,4.394
202504,41,ED,LUKE,5.008
202504,41,ED,KIMBERLY,4.471
202504,41,ED,E. HONDA,4.932
202504,41,ED,M. BISON,5.107
202504,41,ED,MAI,4.715
202504,41,ED,LILY,4.882
202504,41,ED,DEE JAY,4.799
202504,41,ED,TERRY,5.154
202504,41,ED,A.K.I.,4.675
202504,41,ED,MANON,5.574
202504,41,ED,MARISA,5.192
202504,41,ED,CHUN-LI,4.417
202504,41,ED,JP,5.112
202504,41,ED,KEN,5.036
202504,41,ED,AKUMA,4.835
202504,41,ED,JAMIE,5.104
202504,41,ED,JURI,5.127
202504,41,ED,ZANGIEF,5.300
202504,41,ED,CAMMY,4.917
202504,41,ED,GUILE,4.687
202504,41,ED,RYU,5.095
202504,41,ED,RASHID,4.700
202504,41,RYU,BLANKA,5.098
202504,41,RYU,DHALSIM,5.102
202504,41,RYU,LUKE,4.740
202504,41,RYU,KIMBERLY,4.979
202504,41,RYU,E. HONDA,5.113
202504,41,RYU,M. BISON,4.957
202504,41,RYU,MAI,4.856
202504,41,RYU,LILY,4.973
202504,41,RYU,DEE JAY,4.863
202504,41,RYU,TERRY,4.968
202504,41,RYU,A.K.I.,5.009
202504,41,RYU,MANON,5.160
202504,41,RYU,MARISA,5.045
202504,41,RYU,CHUN-LI,4.710
202504,41,RYU,JP,4.876
202504,41,RYU,KEN,4.898
202504,41,RYU,AKUMA,4.886
202504,41,RYU,JAMIE,4.951
202504,41,RYU,JURI,5.059
202504,41,RYU,ZANGIEF,5.097
202504,41,RYU,CAMMY,4.864
202504,41,RYU,GUILE,4.850
202504,41,RYU,ED,4.921
202504,41,RYU,RASHID,5.112
202504,41,RASHID,BLANKA,5.177
202504,41,RASHID,DHALSIM,5.912
202504,41,RASHID,LUKE,4.730
202504,41,RASHID,KIMBERLY,4.890
202504,41,RASHID,E. HONDA,4.767
202504,41,RASHID,M. BISON,4.720
202504,41,RASHID,MAI,4.744
202504,41,RASHID,LILY,5.342
202504,41,RASHID,DEE JAY,4.868
202504,41,RASHID,TERRY,4.661
202504,41,RASHID,A.K.I.,4.833
202504,41,RASHID,MANON,4.475
202504,41,RASHID,MARISA,4.829
202504,41,RASHID,CHUN-LI,4.976
202504,41,RASHID,JP,5.047
202504,41,RASHID,KEN,4.895
202504,41,RASHID,AKUMA,4.907
202504,41,RASHID,JAMIE,4.725
202504,41,RASHID,JURI,5.144
202504,41,RASHID,ZANGIEF,4.930
202504,41,RASHID,CAMMY,4.772
202504,41,RASHID,GUILE,5.028
202504,41,RASHID,ED,5.293
202504,41,RASHID,RYU,4.936
202504,42,MAI,CHUN-LI,5.119
202504,42,MAI,RASHID,5.222
202504,42,MAI,M. BISON,4.955
202504,42,MAI,DHALSIM,4.531
202504,42,MAI,BLANKA,5.064
202504,42,MAI,ZANGIEF,4.819
202504,42,MAI,CAMMY,4.929
202504,42,MAI,JP,5.184
202504,42,MAI,ED,5.305
202504,42,MAI,LUKE,5.274
202504,42,MAI,TERRY,5.085
202504,42,MAI,E. HONDA,5.261
202504,42,MAI,KEN,5.377
202504,42,MAI,KIMBERLY,4.888
202504,42,MAI,A.K.I.,5.021
202504,42,MAI,LILY,5.176
202504,42,MAI,RYU,5.273
202504,42,MAI,DEE JAY,5.163
202504,42,MAI,AKUMA,5.265
202504,42,MAI,JURI,5.287
202504,42,MAI,MARISA,5.002
202504,42,MAI,GUILE,5.002
202504,42,MAI,JAMIE,5.212
202504,42,MAI,MANON,5.090
202504,42,CHUN-LI,MAI,4.912
202504,42,CHUN-LI,RASHID,4.917
202504,42,CHUN-LI,M. BISON,4.817
202504,42,CHUN-LI,DHALSIM,4.653
202504,42,CHUN-LI,BLANKA,4.991
202504,42,CHUN-LI,ZANGIEF,4.848
202504,42,CHUN-LI,CAMMY,5.114
202504,42,CHUN-LI,JP,4.863
202504,42,CHUN-LI,ED,5.435
202504,42,CHUN-LI,LUKE,5.052
202504,42,CHUN-LI,TERRY,5.012
202504,42,CHUN-LI,E. HONDA,5.158
202504,42,CHUN-LI,KEN,5.158
202504,42,CHUN-LI,KIMBERLY,5.155
202504,42,CHUN-LI,A.K.I.,4.933
202504,42,CHUN-LI,LILY,4.890
202504,42,CHUN-LI,RYU,5.155
202504,42,CHUN-LI,DEE JAY,5.170
202504,42,CHUN-LI,AKUMA,5.255
202504,42,CHUN-LI,JURI,5.256
202504,42,CHUN-LI,MARISA,4.983
202504,42,CHUN-LI,GUILE,5.152
202504,42,CHUN-LI,JAMIE,5.055
202504,42,CHUN-LI,MANON,5.245
202504,42,RASHID,MAI,4.815
202504,42,RASHID,CHUN-LI,5.009
202504,42,RASHID,M. BISON,4.847
202504,42,RASHID,DHALSIM,5.848
202504,42,RASHID,BLANKA,5.302
202504,42,RASHID,ZANGIEF,4.961
202504,42,RASHID,CAMMY,4.878
202504,42,RASHID,JP,4.993
202504,42,RASHID,ED,5.130
202504,42,RASHID,LUKE,4.797
202504,42,RASHID,TERRY,5.096
202504,42,RASHID,E. HONDA,5.118
202504,42,RASHID,KEN,5.170
202504,42,RASHID,KIMBERLY,5.385
202504,42,RASHID,A.K.I.,5.042
202504,42,RASHID,LILY,5.244
202504,42,RASHID,RYU,4.861
202504,42,RASHID,DEE JAY,5.033
202504,42,RASHID,AKUMA,5.091
202504,42,RASHID,JURI,5.174
202504,42,RASHID,MARISA,5.288
202504,42,RASHID,GUILE,5.084
202504,42,RASHID,JAMIE,4.991
202504,42,RASHID,MANON,4.735
202504,42,M. BISON,MAI,5.042
202504,42,M. BISON,CHUN-LI,5.171
202504,42,M. BISON,RASHID,5.168
202504,42,M. BISON,DHALSIM,5.458
202504,42,M. BISON,BLANKA,4.866
202504,42,M. BISON,ZANGIEF,4.623
202504,42,M. BISON,CAMMY,4.793
202504,42,M. BISON,JP,5.356
202504,42,M. BISON,ED,4.685
202504,42,M. BISON,LUKE,4.986
202504,42,M. BISON,TERRY,5.095
202504,42,M. BISON,E. HONDA,4.586
202504,42,M. BISON,KEN,4.758
202504,42,M. BISON,KIMBERLY,4.957
202504,42,M. BISON,A.K.I.,5.319
202504,42,M. BISON,LILY,5.179
202504,42,M. BISON,RYU,4.958
202504,42,M. BISON,DEE JAY,5.180
202504,42,M. BISON,AKUMA,5.193
202504,42,M. BISON,JURI,5.246
202504,42,M. BISON,MARISA,5.072
202504,42,M. BISON,GUILE,5.575
202504,42,M. BISON,JAMIE,5.104
202504,42,M. BISON,MANON,4.765
202504,42,DHALSIM,MAI,5.532
202504,42,DHALSIM,CHUN-LI,5.410
202504,42,DHALSIM,RASHID,4.196
202504,42,DHALSIM,M. BISON,4.536
202504,42,DHALSIM,BLANKA,4.439
202504,42,DHALSIM,ZANGIEF,6.048
202504,42,DHALSIM,CAMMY,4.670
202504,42,DHALSIM,JP,5.407
202504,42,DHALSIM,ED,5.571
202504,42,DHALSIM,LUKE,4.935
202504,42,DHALSIM,TERRY,4.778
202504,42,DHALSIM,E. HONDA,4.759
202504,42,DHALSIM,KEN,4.830
202504,42,DHALSIM,KIMBERLY,4.687
202504,42,DHALSIM,A.K.I.,4.991
202504,42,DHALSIM,LILY,5.853
202504,42,DHALSIM,RYU,5.046
202504,42,DHALSIM,DEE JAY,4.579
202504,42,DHALSIM,AKUMA,5.160
202504,42,DHALSIM,JURI,4.804
202504,42,DHALSIM,MARISA,5.573
202504,42,DHALSIM,GUILE,4.798
202504,42,DHALSIM,JAMIE,5.247
202504,42,DHALSIM,MANON,5.433
202504,42,BLANKA,MAI,4.942
202504,42,BLANKA,CHUN-LI,5.022
202504,42,BLANKA,RASHID,4.694
202504,42,BLANKA,M. BISON,5.117
202504,42,BLANKA,DHALSIM,5.559
202504,42,BLANKA,ZANGIEF,5.131
202504,42,BLANKA,CAMMY,5.373
202504,42,BLANKA,JP,4.828
202504,42,BLANKA,ED,5.287
202504,42,BLANKA,LUKE,4.956
202504,42,BLANKA,TERRY,4.883
202504,42,BLANKA,E. HONDA,4.335
202504,42,BLANKA,KEN,4.670
202504,42,BLANKA,KIMBERLY,5.309
202504,42,BLANKA,A.K.I.,5.080
202504,42,BLANKA,LILY,5.465
202504,42,BLANKA,RYU,4.878
202504,42,BLANKA,DEE JAY,4.947
202504,42,BLANKA,AKUMA,4.948
202504,42,BLANKA,JURI,5.252
202504,42,BLANKA,MARISA,5.167
202504,42,BLANKA,GUILE,4.889
202504,42,BLANKA,JAMIE,5.383
202504,42,BLANKA,MANON,5.149
202504,42,ZANGIEF,MAI,5.193
202504,42,ZANGIEF,CHUN-LI,5.053
202504,42,ZANGIEF,RASHID,5.034
202504,42,ZANGIEF,M. BISON,5.398
202504,42,ZANGIEF,DHALSIM,3.945
202504,42,ZANGIEF,BLANKA,4.894
202504,42,ZANGIEF,CAMMY,5.269
202504,42,ZANGIEF,JP,4.410
202504,42,ZANGIEF,ED,4.782
202504,42,ZANGIEF,LUKE,5.173
202504,42,ZANGIEF,TERRY,5.185
202504,42,ZANGIEF,E. HONDA,5.347
202504,42,ZANGIEF,KEN,5.368
202504,42,ZANGIEF,KIMBERLY,5.023
202504,42,ZANGIEF,A.K.I.,4.824
202504,42,ZANGIEF,LILY,4.387
202504,42,ZANGIEF,RYU,4.870
202504,42,ZANGIEF,DEE JAY,5.089
202504,42,ZANGIEF,AKUMA,5.047
202504,42,ZANGIEF,JURI,5.237
202504,42,ZANGIEF,MARISA,4.915
202504,42,ZANGIEF,GUILE,5.566
202504,42,ZANGIEF,JAMIE,5.018
202504,42,ZANGIEF,MANON,4.981
202504,42,CAMMY,MAI,5.108
202504,42,CAMMY,CHUN-LI,4.872
202504,42,CAMMY,RASHID,5.133
202504,42,CAMMY,M. BISON,5.229
202504,42,CAMMY,DHALSIM,5.305
202504,42,CAMMY,BLANKA,4.602
202504,42,CAMMY,ZANGIEF,4.693
202504,42,CAMMY,JP,5.013
202504,42,CAMMY,ED,5.111
202504,42,CAMMY,LUKE,5.041
202504,42,CAMMY,TERRY,5.157
202504,42,CAMMY,E. HONDA,4.596
202504,42,CAMMY,KEN,5.006
202504,42,CAMMY,KIMBERLY,5.034
202504,42,CAMMY,A.K.I.,5.035
202504,42,CAMMY,LILY,4.875
202504,42,CAMMY,RYU,5.266
202504,42,CAMMY,DEE JAY,4.609
202504,42,CAMMY,AKUMA,5.519
202504,42,CAMMY,JURI,5.040
202504,42,CAMMY,MARISA,4.909
202504,42,CAMMY,GUILE,5.274
202504,42,CAMMY,JAMIE,5.043
202504,42,CAMMY,MANON,4.793
202504,42,JP,MAI,4.830
202504,42,JP,CHUN-LI,5.185
202504,42,JP,RASHID,5.025
202504,42,JP,M. BISON,4.628
202504,42,JP,DHALSIM,4.648
202504,42,JP,BLANKA,5.160
202504,42,JP,ZANGIEF,5.602
202504,42,JP,CAMMY,4.964
202504,42,JP,ED,4.811
202504,42,JP,LUKE,4.928
202504,42,JP,TERRY,5.184
202504,42,JP,E. HONDA,5.131
202504,42,JP,KEN,4.992
202504,42,JP,KIMBERLY,4.814
202504,42,JP,A.K.I.,5.332
202504,42,JP,LILY,5.633
202504,42,JP,RYU,5.205
202504,42,JP,DEE JAY,5.208
202504,42,JP,AKUMA,4.660
202504,42,JP,JURI,4.824
202504,42,JP,MARISA,5.185
202504,42,JP,GUILE,5.483
202504,42,JP,JAMIE,5.069
202504,42,JP,MANON,5.248
202504,42,ED,MAI,4.690
202504,42,ED,CHUN-LI,4.532
202504,42,ED,RASHID,4.889
202504,42,ED,M. BISON,5.270
202504,42,ED,DHALSIM,4.398
202504,42,ED,BLANKA,4.706
202504,42,ED,ZANGIEF,5.243
202504,42,ED,CAMMY,4.880
202504,42,ED,JP,5.196
202504,42,ED,LUKE,5.220
202504,42,ED,TERRY,4.979
202504,42,ED,E. HONDA,5.169
202504,42,ED,KEN,5.020
202504,42,ED,KIMBERLY,4.582
202504,42,ED,A.K.I.,4.930
202504,42,ED,LILY,5.341
202504,42,ED,RYU,5.210
202504,42,ED,DEE JAY,4.965
202504,42,ED,AKUMA,4.971
202504,42,ED,JURI,5.224
202504,42,ED,MARISA,5.325
202504,42,ED,GUILE,4.788
202504,42,ED,JAMIE,5.086
202504,42,ED,MANON,5.587
202504,42,LUKE,MAI,4.745
202504,42,LUKE,CHUN-LI,4.964
202504,42,LUKE,RASHID,5.230
202504,42,LUKE,M. BISON,5.041
202504,42,LUKE,DHALSIM,5.020
202504,42,LUKE,BLANKA,5.070
202504,42,LUKE,ZANGIEF,4.856
202504,42,LUKE,CAMMY,4.923
202504,42,LUKE,JP,5.062
202504,42,LUKE,ED,4.769
202504,42,LUKE,TERRY,5.002
202504,42,LUKE,E. HONDA,5.103
202504,42,LUKE,KEN,4.859
202504,42,LUKE,KIMBERLY,5.010
202504,42,LUKE,A.K.I.,5.084
202504,42,LUKE,LILY,5.276
202504,42,LUKE,RYU,5.163
202504,42,LUKE,DEE JAY,5.201
202504,42,LUKE,AKUMA,4.964
202504,42,LUKE,JURI,5.111
202504,42,LUKE,MARISA,5.058
202504,42,LUKE,GUILE,4.977
202504,42,LUKE,JAMIE,5.061
202504,42,LUKE,MANON,5.134
202504,42,TERRY,MAI,4.867
202504,42,TERRY,CHUN-LI,5.003
202504,42,TERRY,RASHID,4.931
202504,42,TERRY,M. BISON,4.918
202504,42,TERRY,DHALSIM,5.306
202504,42,TERRY,BLANKA,5.105
202504,42,TERRY,ZANGIEF,4.904
202504,42,TERRY,CAMMY,4.872
202504,42,TERRY,JP,4.803
202504,42,TERRY,ED,4.913
202504,42,TERRY,LUKE,5.010
202504,42,TERRY,E. HONDA,4.838
202504,42,TERRY,KEN,5.116
202504,42,TERRY,KIMBERLY,5.304
202504,42,TERRY,A.K.I.,5.129
202504,42,TERRY,LILY,5.278
202504,42,TERRY,RYU,5.206
202504,42,TERRY,DEE JAY,4.892
202504,42,TERRY,AKUMA,5.107
202504,42,TERRY,JURI,5.195
202504,42,TERRY,MARISA,4.865
202504,42,TERRY,GUILE,4.621
202504,42,TERRY,JAMIE,5.057
202504,42,TERRY,MANON,5.111
202504,42,E. HONDA,MAI,4.763
202504,42,E. HONDA,CHUN-LI,4.781
202504,42,E. HONDA,RASHID,4.896
202504,42,E. HONDA,M. BISON,5.437
202504,42,E. HONDA,DHALSIM,5.213
202504,42,E. HONDA,BLANKA,5.637
202504,42,E. HONDA,ZANGIEF,4.622
202504,42,E. HONDA,CAMMY,5.377
202504,42,E. HONDA,JP,4.860
202504,42,E. HONDA,ED,4.833
202504,42,E. HONDA,LUKE,4.901
202504,42,E. HONDA,TERRY,5.084
202504,42,E. HONDA,KEN,4.609
202504,42,E. HONDA,KIMBERLY,4.941
202504,42,E. HONDA,A.K.I.,4.902
202504,42,E. HONDA,LILY,4.772
202504,42,E. HONDA,RYU,4.795
202504,42,E. HONDA,DEE JAY,5.372
202504,42,E. HONDA,AKUMA,5.094
202504,42,E. HONDA,JURI,5.027
202504,42,E. HONDA,MARISA,4.936
202504,42,E. HONDA,GUILE,5.005
202504,42,E. HONDA,JAMIE,5.296
202504,42,E. HONDA,MANON,5.025
202504,42,KEN,MAI,4.646
202504,42,KEN,CHUN-LI,4.810
202504,42,KEN,RASHID,4.878
202504,42,KEN,M. BISON,5.237
202504,42,KEN,DHALSIM,5.182
202504,42,KEN,BLANKA,5.306
202504,42,KEN,ZANGIEF,4.642
202504,42,KEN,CAMMY,5.011
202504,42,KEN,JP,4.986
202504,42,KEN,ED,4.944
202504,42,KEN,LUKE,5.142
202504,42,KEN,TERRY,4.906
202504,42,KEN,E. HONDA,5.358
202504,42,KEN,KIMBERLY,5.357
202504,42,KEN,A.K.I.,5.093
202504,42,KEN,LILY,4.793
202504,42,KEN,RYU,5.058
202504,42,KEN,DEE JAY,4.859
202504,42,KEN,AKUMA,4.940
202504,42,KEN,JURI,5.101
202504,42,KEN,MARISA,5.157
202504,42,KEN,GUILE,4.889
202504,42,KEN,JAMIE,4.760
202504,42,KEN,MANON,5.090
202504,42,KIMBERLY,MAI,5.172
202504,42,KIMBERLY,CHUN-LI,4.847
202504,42,KIMBERLY,RASHID,4.644
202504,42,KIMBERLY,M. BISON,5.055
202504,42,KIMBERLY,DHALSIM,5.306
202504,42,KIMBERLY,BLANKA,4.689
202504,42,KIMBERLY,ZANGIEF,4.956
202504,42,KIMBERLY,CAMMY,4.989
202504,42,KIMBERLY,JP,5.170
202504,42,KIMBERLY,ED,5.354
202504,42,KIMBERLY,LUKE,4.969
202504,42,KIMBERLY,TERRY,4.697
202504,42,KIMBERLY,E. HONDA,5.066
202504,42,KIMBERLY,KEN,4.653
202504,42,KIMBERLY,A.K.I.,5.181
202504,42,KIMBERLY,LILY,5.122
202504,42,KIMBERLY,RYU,4.784
202504,42,KIMBERLY,DEE JAY,4.989
202504,42,KIMBERLY,AKUMA,4.950
202504,42,KIMBERLY,JURI,4.985
202504,42,KIMBERLY,MARISA,5.244
202504,42,KIMBERLY,GUILE,4.868
202504,42,KIMBERLY,JAMIE,4.954
202504,42,KIMBERLY,MANON,5.086
202504,42,A.K.I.,MAI,5.001
202504,42,A.K.I.,CHUN-LI,5.048
202504,42,A.K.I.,RASHID,5.032
202504,42,A.K.I.,M. BISON,4.679
202504,42,A.K.I.,DHALSIM,5.009
202504,42,A.K.I.,BLANKA,4.948
202504,42,A.K.I.,ZANGIEF,5.241
202504,42,A.K.I.,CAMMY,4.922
202504,42,A.K.I.,JP,4.644
202504,42,A.K.I.,ED,5.108
202504,42,A.K.I.,LUKE,4.931
202504,42,A.K.I.,TERRY,4.915
202504,42,A.K.I.,E. HONDA,5.072
202504,42,A.K.I.,KEN,4.925
202504,42,A.K.I.,KIMBERLY,4.774
202504,42,A.K.I.,LILY,5.159
202504,42,A.K.I.,RYU,5.117
202504,42,A.K.I.,DEE JAY,5.088
202504,42,A.K.I.,AKUMA,4.830
202504,42,A.K.I.,JURI,5.030
202504,42,A.K.I.,MARISA,5.255
202504,42,A.K.I.,GUILE,4.741
202504,42,A.K.I.,JAMIE,5.129
202504,42,A.K.I.,MANON,5.158
202504,42,LILY,MAI,4.839
202504,42,LILY,CHUN-LI,5.036
202504,42,LILY,RASHID,4.743
202504,42,LILY,M. BISON,4.888
202504,42,LILY,DHALSIM,4.187
202504,42,LILY,BLANKA,4.499
202504,42,LILY,ZANGIEF,5.561
202504,42,LILY,CAMMY,5.124
202504,42,LILY,JP,4.363
202504,42,LILY,ED,4.670
202504,42,LILY,LUKE,4.701
202504,42,LILY,TERRY,4.727
202504,42,LILY,E. HONDA,5.212
202504,42,LILY,KEN,5.177
202504,42,LILY,KIMBERLY,4.899
202504,42,LILY,A.K.I.,4.844
202504,42,LILY,RYU,5.018
202504,42,LILY,DEE JAY,5.356
202504,42,LILY,AKUMA,4.996
202504,42,LILY,JURI,5.263
202504,42,LILY,MARISA,5.600
202504,42,LILY,GUILE,4.904
202504,42,LILY,JAMIE,4.947
202504,42,LILY,MANON,5.182
202504,42,RYU,MAI,4.701
202504,42,RYU,CHUN-LI,4.843
202504,42,RYU,RASHID,5.175
202504,42,RYU,M. BISON,5.066
202504,42,RYU,DHALSIM,5.004
202504,42,RYU,BLANKA,5.128
202504,42,RYU,ZANGIEF,5.112
202504,42,RYU,CAMMY,4.716
202504,42,RYU,JP,4.781
202504,42,RYU,ED,4.825
202504,42,RYU,LUKE,4.848
202504,42,RYU,TERRY,4.842
202504,42,RYU,E. HONDA,5.169
202504,42,RYU,KEN,4.963
202504,42,RYU,KIMBERLY,5.233
202504,42,RYU,A.K.I.,4.876
202504,42,RYU,LILY,5.038
202504,42,RYU,DEE JAY,4.927
202504,42,RYU,AKUMA,5.058
202504,42,RYU,JURI,5.094
202504,42,RYU,MARISA,5.023
202504,42,RYU,GUILE,4.825
202504,42,RYU,JAMIE,4.802
202504,42,RYU,MANON,5.085
202504,42,DEE JAY,MAI,4.820
202504,42,DEE JAY,CHUN-LI,4.846
202504,42,DEE JAY,RASHID,4.970
202504,42,DEE JAY,M. BISON,4.837
202504,42,DEE JAY,DHALSIM,5.415
202504,42,DEE JAY,BLANKA,5.042
202504,42,DEE JAY,ZANGIEF,4.895
202504,42,DEE JAY,CAMMY,5.385
202504,42,DEE JAY,JP,4.803
202504,42,DEE JAY,ED,4.998
202504,42,DEE JAY,LUKE,4.788
202504,42,DEE JAY,TERRY,5.133
202504,42,DEE JAY,E. HONDA,4.635
202504,42,DEE JAY,KEN,5.145
202504,42,DEE JAY,KIMBERLY,4.962
202504,42,DEE JAY,A.K.I.,4.898
202504,42,DEE JAY,LILY,4.653
202504,42,DEE JAY,RYU,5.095
202504,42,DEE JAY,AKUMA,5.070
202504,42,DEE JAY,JURI,4.777
202504,42,DEE JAY,MARISA,4.674
202504,42,DEE JAY,GUILE,4.906
202504,42,DEE JAY,JAMIE,5.330
202504,42,DEE JAY,MANON,4.801
202504,42,AKUMA,MAI,4.739
202504,42,AKUMA,CHUN-LI,4.791
202504,42,AKUMA,RASHID,4.918
202504,42,AKUMA,M. BISON,4.844
202504,42,AKUMA,DHALSIM,4.825
202504,42,AKUMA,BLANKA,5.080
202504,42,AKUMA,ZANGIEF,4.934
202504,42,AKUMA,CAMMY,4.479
202504,42,AKUMA,JP,5.344
202504,42,AKUMA,ED,5.068
202504,42,AKUMA,LUKE,5.056
202504,42,AKUMA,TERRY,4.877
202504,42,AKUMA,E. HONDA,4.859
202504,42,AKUMA,KEN,5.066
202504,42,AKUMA,KIMBERLY,5.055
202504,42,AKUMA,A.K.I.,5.189
202504,42,AKUMA,LILY,4.995
202504,42,AKUMA,RYU,4.971
202504,42,AKUMA,DEE JAY,4.915
202504,42,AKUMA,JURI,4.918
202504,42,AKUMA,MARISA,4.870
202504,42,AKUMA,GUILE,5.085
202504,42,AKUMA,JAMIE,4.898
202504,42,AKUMA,MANON,5.082
202504,42,JURI,MAI,4.720
202504,42,JURI,CHUN-LI,4.805
202504,42,JURI,RASHID,4.841
202504,42,JURI,M. BISON,4.757
202504,42,JURI,DHALSIM,5.213
202504,42,JURI,BLANKA,4.756
202504,42,JURI,ZANGIEF,4.801
202504,42,JURI,CAMMY,4.948
202504,42,JURI,JP,5.166
202504,42,JURI,ED,4.775
202504,42,JURI,LUKE,4.858
202504,42,JURI,TERRY,4.844
202504,42,JURI,E. HONDA,4.949
202504,42,JURI,KEN,4.891
202504,42,JURI,KIMBERLY,4.978
202504,42,JURI,A.K.I.,4.960
202504,42,JURI,LILY,4.719
202504,42,JURI,RYU,4.911
202504,42,JURI,DEE JAY,5.221
202504,42,JURI,AKUMA,5.087
202504,42,JURI,MARISA,5.387
202504,42,JURI,GUILE,5.039
202504,42,JURI,JAMIE,5.101
202504,42,JURI,MANON,4.864
202504,42,MARISA,MAI,5.035
202504,42,MARISA,CHUN-LI,4.986
202504,42,MARISA,RASHID,4.763
202504,42,MARISA,M. BISON,4.929
202504,42,MARISA,DHALSIM,4.417
202504,42,MARISA,BLANKA,4.843
202504,42,MARISA,ZANGIEF,5.098
202504,42,MARISA,CAMMY,5.027
202504,42,MARISA,JP,4.842
202504,42,MARISA,ED,4.660
202504,42,MARISA,LUKE,4.955
202504,42,MARISA,TERRY,5.098
202504,42,MARISA,E. HONDA,5.030
202504,42,MARISA,KEN,4.873
202504,42,MARISA,KIMBERLY,4.765
202504,42,MARISA,A.K.I.,4.749
202504,42,MARISA,LILY,4.369
202504,42,MARISA,RYU,5.035
202504,42,MARISA,DEE JAY,5.327
202504,42,MARISA,AKUMA,5.124
202504,42,MARISA,JURI,4.663
202504,42,MARISA,GUILE,5.724
202504,42,MARISA,JAMIE,5.033
202504,42,MARISA,MANON,4.981
202504,42,GUILE,MAI,5.019
202504,42,GUILE,CHUN-LI,4.792
202504,42,GUILE,RASHID,4.843
202504,42,GUILE,M. BISON,4.503
202504,42,GUILE,DHALSIM,5.221
202504,42,GUILE,BLANKA,5.096
202504,42,GUILE,ZANGIEF,4.444
202504,42,GUILE,CAMMY,4.709
202504,42,GUILE,JP,4.501
202504,42,GUILE,ED,5.216
202504,42,GUILE,LUKE,5.050
202504,42,GUILE,TERRY,5.351
202504,42,GUILE,E. HONDA,4.990
202504,42,GUILE,KEN,5.070
202504,42,GUILE,KIMBERLY,5.082
202504,42,GUILE,A.K.I.,5.200
202504,42,GUILE,LILY,4.996
202504,42,GUILE,RYU,5.158
202504,42,GUILE,DEE JAY,5.086
202504,42,GUILE,AKUMA,4.888
202504,42,GUILE,JURI,4.987
202504,42,GUILE,MARISA,4.290
202504,42,GUILE,JAMIE,5.555
202504,42,GUILE,MANON,5.087
202504,42,JAMIE,MAI,4.821
202504,42,JAMIE,CHUN-LI,4.886
202504,42,JAMIE,RASHID,5.050
202504,42,JAMIE,M. BISON,4.900
202504,42,JAMIE,DHALSIM,4.827
202504,42,JAMIE,BLANKA,4.550
202504,42,JAMIE,ZANGIEF,5.009
202504,42,JAMIE,CAMMY,5.002
202504,42,JAMIE,JP,4.933
202504,42,JAMIE,ED,4.911
202504,42,JAMIE,LUKE,4.932
202504,42,JAMIE,TERRY,4.936
202504,42,JAMIE,E. HONDA,4.680
202504,42,JAMIE,KEN,5.221
202504,42,JAMIE,KIMBERLY,4.991
202504,42,JAMIE,A.K.I.,4.880
202504,42,JAMIE,LILY,5.066
202504,42,JAMIE,RYU,5.206
202504,42,JAMIE,DEE JAY,4.698
202504,42,JAMIE,AKUMA,5.128
202504,42,JAMIE,JURI,4.905
202504,42,JAMIE,MARISA,5.005
202504,42,JAMIE,GUILE,4.419
202504,42,JAMIE,MANON,4.966
202504,42,MANON,MAI,4.898
202504,42,MANON,CHUN-LI,4.701
202504,42,MANON,RASHID,5.243
202504,42,MANON,M. BISON,5.235
202504,42,MANON,DHALSIM,4.454
202504,42,MANON,BLANKA,4.835
202504,42,MANON,ZANGIEF,5.022
202504,42,MANON,CAMMY,5.170
202504,42,MANON,JP,4.735
